33,057842
33,039112
33,039112
33,039112
33,057842
33,039112
33,039112
33,057842
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,057842
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,057842
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,039112
33,001648
33,020382
33,039112
33,039112
33,001648
33,020382
33,001648
33,020382
33,039112
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,001648
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,001648
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
32,982918
32,982918
32,982918
33,020382
33,020382
33,020382
32,982918
32,982918
33,020382
33,020382
32,982918
32,982918
32,982918
33,001648
33,001648
32,982918
32,982918
32,982918
33,001648
32,982918
33,001648
32,982918
32,982918
32,982918
33,001648
33,020382
33,020382
33,001648
33,001648
33,020382
33,020382
33,020382
33,020382
33,001648
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,020382
33,001648
33,001648
33,001648
33,001648
33,020382
33,001648
33,001648
33,001648
33,001648
33,020382
33,020382
33,001648
33,001648
32,982918
33,020382
33,020382
33,020382
32,982918
32,982918
32,982918
33,001648
33,001648
32,982918
32,945454
32,851799
32,552097
32,383518
32,364784
32,346054
32,327324
32,271130
32,271130
32,271130
32,271130
32,214935
32,233665
32,214935
32,214935
32,233665
32,214935
32,214935
32,177471
32,158741
32,158741
32,177471
32,177471
32,158741
32,121281
32,102547
32,102547
32,121281
32,121281
32,121281
32,083817
32,046352
32,027622
32,027622
32,046352
32,046352
32,027622
31,990160
32,027622
32,027622
31,990160
31,971428
31,971428
31,952698
31,971428
31,990160
31,990160
31,933966
31,933966
31,933966
31,933966
31,952698
31,952698
31,952698
31,915236
31,896503
31,896503
31,896503
31,896503
31,915236
31,915236
31,877773
31,877773
31,896503
31,877773
31,859041
31,859041
31,840309
31,896503
31,877773
31,877773
31,840309
31,840309
31,859041
31,859041
31,821579
31,840309
31,859041
31,840309
31,802847
31,802847
31,802847
31,821579
31,840309
31,821579
31,821579
31,821579
31,859041
31,859041
31,821579
31,821579
31,821579
31,802847
31,840309
31,840309
31,840309
31,840309
31,840309
31,802847
31,802847
31,802847
31,784117
31,784117
31,802847
31,784117
31,765385
31,765385
31,746653
31,784117
31,784117
31,765385
31,765385
31,784117
31,784117
31,784117
31,765385
31,784117
31,746653
31,746653
31,746653
31,746653
31,765385
31,765385
31,765385
31,746653
31,765385
31,727922
31,727922
31,727922
31,709190
31,727922
31,746653
31,746653
31,709190
31,709190
31,709190
31,746653
31,765385
31,765385
31,952698
32,214935
32,608292
32,964188
33,170231
33,170231
33,132767
33,095306
33,057842
33,057842
33,057842
33,057842
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,057842
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,057842
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
33,020382
33,020382
33,020382
33,039112
33,039112
33,039112
33,020382
